,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
477,Slytherin,Jesse,Van,1999-08-17,Left,45656.0,-579.1969494135321,-7.081940967124455,5.791969494135323,-4.896,-352.56687208024294,394.4803720737017,6.645504027244811,1043.8852608277555,10.114625548449675,-0.9033133295016214,-249.52768,-104.82
478,Hufflepuff,Alonso,Nadeau,1999-05-11,Right,24546.0,655.1134913964793,2.2684610072687743,-6.551134913964791,5.985,-491.80680567770247,346.10425281828276,8.951305686767752,1056.4020996591667,8.28916174576332,-0.3533130254547882,-244.33302,-57.29
479,Slytherin,Lynwood,Maple,2000-05-23,Left,82130.0,-402.10608553199575,-6.614747374329476,4.021060855319957,-3.486,-613.5016308636312,393.6624107882125,7.711014936732589,1030.122492665803,8.115482791762231,-0.948363856823849,-252.16677,-138.43
480,Slytherin,Sherwood,Cassidy,1997-07-17,Right,69396.0,-489.7690446614045,-6.613031411323978,4.897690446614043,-4.261,-544.8386599649651,377.6503150254075,7.829515063121589,1033.1551153840278,8.453327138292497,-0.5259526641691115,-251.29157,-135.83
481,Hufflepuff,Samual,Bustos,1998-04-07,Right,62346.0,396.27590258834925,5.347334182376684,-3.962759025883493,4.518,-527.5647052362922,361.25191523683,2.7049292123548723,1062.1610434659765,1.5024503987684872,-1.3807790511595197,-245.54509,-26.1
482,Hufflepuff,Ellie,Fitzgerald,1998-03-09,Right,69743.0,574.8462582400382,5.1833337322876405,-5.74846258240038,5.84,-622.9188878640377,364.2249061722448,2.223745239981043,1069.0966593047826,1.460631812243525,0.001050971381680306,-246.74742,-29.12
483,Slytherin,Theron,Donley,1999-07-17,Left,24323.0,-646.1293234850025,-3.7173262839230734,6.461293234850025,-2.9560000000000004,-579.4863393990122,397.5110469338152,9.028882200367967,1024.0817809710102,10.703095304974882,0.6965171367032202,-244.20296,-63.12
484,Hufflepuff,Audra,Costello,1997-02-14,Left,49948.0,541.7127717570434,4.107104483071893,-5.417127717570434,5.9460000000000015,-366.75343192989465,407.07801654789023,4.556566872439257,1042.0406389916893,3.939189992539269,0.9904564799105828,-244.36753,-8.31
485,Ravenclaw,Clementine,Mcmillan,2000-12-18,Left,33608.0,-558.7520098504981,1.0000858031324849,5.5875200985049815,4.013,nan,582.9443486922013,nan,1065.3240611595002,10.281758123335258,0.6569863821833972,-232.46742000000003,-32.1
486,Hufflepuff,Aurelia,Fitzsimmons,1999-10-20,Right,64073.0,431.49106802830397,3.9220819895983534,-4.31491068028304,4.904,-226.93985067380055,333.70473751706606,8.144382894867919,1041.7872195613506,2.247135039773137,0.6173058309966585,-244.61593,-106.56
487,Ravenclaw,Long,Burks,2001-10-03,Left,21630.0,-447.6498122360021,4.046727136762162,4.476498122360021,4.949,810.1544831409043,615.5310876490132,3.653494560249915,1075.8538502533456,9.622899465889688,0.5670955443680077,-229.38229,17.0
488,Ravenclaw,Sydney,Lamar,1996-12-19,Right,30461.0,-608.1609661362443,7.030299546150498,6.0816096613624415,3.873,110.63657300399299,540.539570096604,6.564960248876256,1038.7145849967512,7.0499228867192425,0.4109491944126668,-229.90781,17.89
489,Hufflepuff,Vicky,Soto,2000-02-17,Left,66804.0,439.9703477346477,6.840685046253974,-4.399703477346477,4.533,-604.9600058233093,393.33588598881363,6.3911850252482125,1055.3999459844451,4.757301269189352,-0.4685155627181513,-243.78583,-32.65
490,Ravenclaw,Clara,Broughton,2000-03-17,Right,65796.0,-459.89482756986234,6.540478293019841,4.598948275698624,5.759,644.9853661235417,617.6875477509625,5.294432108054455,1056.5960686069513,6.159296952666362,-0.0496670557187499,-229.73422,-24.72
491,Gryffindor,Clifford,Cleary,2001-01-16,Left,71005.0,510.2005413392379,-2.5036029768478154,-5.102005413392379,5.439,-646.7444747553894,660.4725927629478,-7.375741052529992,953.5782839731066,2.1194179389491494,-0.5527386350801121,-252.5808,234.26
492,Ravenclaw,Adela,Marshall,2001-03-05,Left,38880.0,-391.3734715680652,5.112727754885251,3.913734715680652,5.867000000000001,617.1918910506529,636.6273899469444,5.5947316761426125,1066.8880848753026,10.221267176016816,-0.75224504134653,-229.09117,5.64
493,Ravenclaw,Krystle,Monahan,1998-09-13,Left,52309.0,-528.2208301540893,nan,5.282208301540893,5.579,682.5091212073503,675.6636352584683,4.469171957483014,1060.3573242937855,9.735157526033495,0.7425762824296804,-229.82644,1.88
494,Ravenclaw,Blanche,Janes,1997-09-26,Left,72112.0,-519.3034035776167,5.0645043378091135,5.193034035776165,nan,728.6183108922412,633.944666342609,3.9479568573579438,1045.2185651698937,4.9109264364461644,0.1194003233540024,-231.04187,-19.4
495,Hufflepuff,Marty,Langley,1997-05-20,Right,64471.0,261.84438377337773,8.228810444433954,-2.6184438377337766,2.657,-561.1252396980427,417.6560340988207,4.0707124270490755,1044.8375472021105,3.5211226591806617,1.230283708171261,-243.3396,20.22
496,Hufflepuff,Bridgette,Handy,2000-05-06,Right,45747.0,551.8562682274037,2.6313624390441808,-5.5185626822740375,5.848,-652.6556517145442,414.5576008199456,5.520352987331378,1065.6832793671442,8.00377255330945,-0.3043691432118827,-245.02736,-18.94
497,Slytherin,Jewell,Vail,2000-02-18,Left,67025.0,-484.75528791369766,-10.083581843998422,4.847552879136977,-5.191,-379.5308825438033,376.11180485885,8.71295390013988,1044.9368432676497,10.815487229118569,-0.8435805112455792,-253.16325,-176.72
498,Ravenclaw,Jerri,Everhart,2000-06-06,Right,60828.0,-683.6687292451047,7.660798334431348,6.836687292451048,3.57,550.2600721127109,602.9836521076169,3.5662485270129367,1035.7401020938105,3.7507263867073286,-0.4986358468019679,-230.02,18.53
499,Hufflepuff,Suzanne,Wood,1999-04-27,Right,66820.0,368.65910441136566,7.499252621100725,-3.6865910441136585,4.5280000000000005,-748.7728134234062,377.80979775736336,2.435964798700377,1069.5917241921902,2.1661376380959965,0.9290558192718282,-244.50326,-2.39
500,Ravenclaw,Lenny,Necaise,1997-11-07,Left,13451.0,-671.7065575436742,2.7639786806681004,6.7170655754367425,2.891,472.09629171409694,583.4654966239282,4.441327474013156,1063.3111898158886,10.301747732748176,1.1172407805214937,-230.655,21.37
501,Ravenclaw,Hannah,Canady,1998-11-06,Right,44450.0,-279.0010918745341,7.198095103701769,2.790010918745341,6.977,251.7144465726503,587.6228267343893,2.4566522833971103,1046.8355215419786,4.685132914318022,0.007051239074182185,-231.20615,50.89
502,Slytherin,Joesph,Crider,2000-12-26,Right,47623.0,-536.3390923804719,-7.420798918373919,5.36339092380472,-7.47,-399.8240557629676,377.85172106440393,3.4836177026574844,1080.3091206019358,10.971958178524694,-0.35346593627841066,-253.02997,-94.43
503,Ravenclaw,Lenard,Gossett,1998-01-20,Right,32545.0,-581.774988324162,4.241942955162856,5.81774988324162,4.085,426.3585939521449,611.7405704855347,5.105351325327249,1051.8803453554538,9.432562737699387,-2.143138693263421,-230.31755,20.8
504,Ravenclaw,Lindsey,Reichert,1999-08-14,Left,54671.0,-518.2154259575734,4.4796323061777725,5.1821542595757375,4.77,375.5523196218948,619.0059930939623,5.299185104293784,1043.5314138575231,7.850765986453878,-1.1268199526407203,-231.50904,1.73
505,Ravenclaw,Cyrus,Reynolds,1998-04-03,Right,43947.0,-567.5401640706685,3.514383023547346,5.675401640706687,3.989,316.34268717018637,594.8090756526118,5.4928632771787065,1035.5133827122318,7.871487063308269,0.3968910300625016,-232.24868,6.13
506,Hufflepuff,Fern,Cummings,1999-06-06,Right,34642.0,675.1752309586523,nan,-6.751752309586522,4.961,-402.1696082189196,430.1812892011132,3.550969341718713,1037.566952508938,5.842755458433974,nan,-245.16055,53.66
507,Hufflepuff,Kristi,Holman,1997-04-24,Right,61931.0,467.09978624175767,2.2951923716156366,-4.670997862417575,5.079,-695.5355940729864,404.42664924933337,6.140868326447103,1073.1595885065994,7.735978932667915,0.6214296575732435,-245.9408,-57.27
508,Ravenclaw,Ramiro,Nixon,1998-01-25,Right,23279.0,-500.64841302694407,2.8644097621302382,5.006484130269442,4.419,285.89319408692614,558.838579717406,4.141368458708028,1048.3062536673378,7.8034654670862516,-1.5092751597344376,-232.53193,19.69
509,Ravenclaw,Kristal,Smalley,2000-05-01,Left,87429.0,-716.8086356677234,7.922065905688044,7.168086356677233,4.198,nan,571.4926787152841,5.486006161335744,1045.3047961665623,1.8477361308598872,-1.812101617805932,-230.00413,-65.19
510,Ravenclaw,Patty,Prince,1999-06-12,Left,58984.0,-479.7182211048664,7.116839373647253,4.797182211048663,5.629,500.676850431328,595.3515164964689,5.63487840092072,1050.2716194006903,5.813837054637864,1.0509895408601886,-229.58248,-14.56
511,Gryffindor,Jefferson,Ham,2000-04-07,Right,29622.0,457.055910172768,-4.323345230473416,-4.57055910172768,6.563,-689.596105655867,596.1575494575895,-5.613959843687323,945.529967217945,2.759325820362084,-0.6709955346526018,-250.57557000000003,229.57
512,Ravenclaw,Devin,Daly,1998-08-26,Left,66291.0,-467.8284282505242,5.994374126616488,4.678284282505241,5.445,338.4768277449764,622.5426758203822,5.223309875167294,1026.0113171765024,5.638023192911503,0.4589888905591129,-231.49588,11.23
513,Hufflepuff,Elissa,Little,1997-07-25,Right,61581.0,452.7800616228022,4.882572882916699,-4.5278006162280215,5.4979999999999976,-390.22467084695717,383.1755476596521,4.7137700833739835,1046.2831789425593,2.3283639263530804,0.2143834955514136,-244.42403,-35.68
514,Hufflepuff,Jeanie,Mora,1999-08-27,Left,22927.0,599.90161187126,5.479485487352692,-5.999016118712598,5.5429999999999975,-525.8832638504014,467.95041791951735,5.93321118192951,1034.3944280922965,9.34405385439324,1.4228867615730392,-241.9694,71.23
515,Hufflepuff,Nellie,Pennell,2000-10-13,Right,36934.0,558.4577036988188,8.096714410095482,-5.584577036988188,2.984,-281.16695422531967,401.88742933330735,6.2035798803437165,1021.2381913359143,4.787034028100619,-0.7527691994840033,-243.27695,41.96
516,Hufflepuff,Dennis,Passmore,2001-05-24,Left,41407.0,625.6640113961265,4.0496309062640785,-6.256640113961265,7.62,-557.2035552142402,425.91712278318084,4.003928992640529,1053.2979418670263,5.589494322388608,-2.347333733919823,-243.50362,15.26
517,Hufflepuff,Gina,Dooley,2001-08-07,Right,63699.0,369.81544073998253,5.736038751572963,-3.6981544073998247,4.029,-599.5757650831501,387.35136663385794,1.727201669666833,1062.3882450311335,2.1131766068350992,0.051288214344799625,-245.68924,1.54
518,Ravenclaw,Shante,Lieberman,1997-11-12,Right,46393.0,-614.0356742621258,6.365450988191191,6.1403567426212575,4.048,204.58817364477176,601.2461335746431,5.566259843014804,1044.39431154571,7.966356761056652,-0.7852675591564051,-230.20382,21.39
519,Gryffindor,Emil,Harr,2001-04-28,Left,56805.0,306.9303529143055,-5.412419543517469,-3.069303529143056,4.994,-210.17831880027333,615.3631641719568,-4.4702419025354905,969.7401427886904,3.1992284131162516,-0.0042478946771675775,-250.51626,143.62
520,Hufflepuff,Tessa,Sills,1997-11-25,Right,43664.0,644.0927689107575,3.4464365600519526,-6.440927689107577,6.4289999999999985,-420.0636211702926,437.6783017525791,7.1275423264838205,1040.8866020432995,7.840728693321981,0.7686733902757534,-243.70324,-8.87
521,Ravenclaw,Lorene,Cates,2001-07-30,Right,54237.0,-413.0855406925319,5.5153477551575225,4.130855406925319,6.4270000000000005,577.8374801444676,607.8309650060777,4.482521567606859,1050.4918484799043,5.844549500741793,-0.7961407349143176,-230.26943,-6.18
522,Gryffindor,Sharyn,Oconnell,1998-12-20,Right,32757.0,559.5125234247852,-4.459940037396295,-5.595125234247852,5.432,-593.1249867855042,565.6424557351163,-5.264616268276742,962.2932170297298,3.2163321961770768,0.2411916856305921,-252.34838,200.17
523,Gryffindor,Maryanne,Nix,1999-08-20,Left,47606.0,538.2348569303581,-6.680623970536969,-5.382348569303581,3.391,-550.9617794979654,556.1412936333761,-4.2972599564694045,939.5527837113817,2.600995413706761,-0.03813169302730752,-256.04592,173.15
524,Ravenclaw,Walker,Baldridge,2001-09-15,Left,30966.0,-220.0793962056789,4.806454180126309,2.200793962056789,6.652,446.12489124974616,590.0026292750057,3.8433728548011215,1063.2639753827991,8.080243738757357,3.0565457738978123,-231.38192,24.17
525,Gryffindor,Lowell,Lerma,1999-06-05,Left,35676.0,870.0722354674217,-3.1929928055651438,-8.70072235467422,5.747000000000001,-688.0766695307193,584.8399242939239,-6.190186555149475,932.4008589906912,2.197779365757913,0.7035366886436872,-254.85994,260.75
526,Gryffindor,Filiberto,Albritton,1998-03-03,Left,44976.0,509.5179108751602,-3.9102682994192937,-5.095179108751601,5.509,-575.0009359866109,627.8259067385591,-4.708587610644169,977.6556406717914,5.948125456355152,0.11823311066381376,-250.84832000000003,197.92
527,Hufflepuff,Ike,Galvez,1999-04-21,Right,73991.0,93.52254735484192,5.675772962768682,-0.9352254735484192,4.0,-782.1520997357958,430.6443281936069,5.1008397798133,1069.0707923031296,5.717533919590039,0.6902622663407092,-242.57102000000003,-33.02
528,Gryffindor,Maxine,Ellington,2001-08-27,Right,49404.0,482.5169755971307,-8.217638866905574,-4.825169755971307,3.013,-309.28339253312305,559.0677416767559,-1.8382368824305195,950.574221888671,4.710657734116417,0.09447461410359546,-255.24869,117.31
529,Slytherin,Loretta,Gilmer,2000-09-03,Right,72599.0,-371.4129541466371,-4.932471789539196,3.71412954146637,-4.002,-222.72846995566462,467.7306238546975,4.04690203213503,1011.2812816972653,nan,0.2972135793565253,-250.88995,-45.31
530,Gryffindor,Cathrine,Robey,1998-07-17,Right,19066.0,638.7985824784482,-4.180734253509606,-6.387985824784483,7.63,-118.66855381990266,636.7778993933222,-2.6035196365876208,972.0783713647197,7.213115811304668,-1.6788870089825072,-247.10985,191.41
531,Ravenclaw,Eula,Stinson,1998-07-15,Left,42570.0,nan,6.167041371100912,5.211448874005028,3.759,267.61310195417013,525.0580596401792,4.331309824332195,1025.6270069131026,3.3131322483591674,-0.9094559379140166,-232.78179,15.7
532,Hufflepuff,Jess,Lavoie,1998-01-29,Left,48394.0,466.03736053521277,5.3350230793041735,-4.660373605352128,5.1370000000000005,-582.5774227474019,nan,3.890363161279309,1055.648031099673,4.798792687430339,0.8549204241741214,-244.07563,9.58
533,Ravenclaw,Ulysses,Lovell,2001-04-27,Right,52534.0,-540.1010564120933,3.0361135160464707,5.4010105641209325,5.136,620.3230217222085,625.4777755658242,7.537375975637515,1063.388430381495,10.439226782277457,0.15486524155416972,-230.00043,-52.4
534,Hufflepuff,Matilda,Steiner,1996-11-09,Left,56730.0,375.4288053895812,7.897291405275576,-3.754288053895813,4.574,-523.1579199505159,380.5109728339032,nan,1048.7889315804346,2.201209758539505,-1.4268630587829003,-242.84708,-0.05
535,Slytherin,Erin,Fenton,1997-09-28,Left,77951.0,-394.65757250422286,nan,3.9465757250422286,-4.641,-420.8565340032776,418.6780776995717,4.309579944972662,1034.3325362219716,7.034674875369286,-0.4217767104469491,-252.53072000000003,-86.44
536,Gryffindor,Stanford,Valentin,1998-12-14,Left,31487.0,550.8467411487611,-4.958935558969374,-5.508467411487612,5.999,-153.39632564234103,611.8004588501418,-3.751780116482746,962.2501456469652,4.791445219793324,0.3604354507841511,-249.83742,180.79
537,Ravenclaw,Sofia,Mckay,2001-08-06,Right,63226.0,-429.1239287884269,7.344891705455869,4.2912392878842684,5.494,131.97839157465285,590.0587377820518,4.647158125289024,1024.3763354439027,4.336143867221414,0.0013506513241754526,-231.95868,27.37
538,Gryffindor,Dave,Naquin,1997-11-27,Right,56763.0,444.8624898617786,-5.331665078327536,-4.448624898617786,4.547,nan,629.2369725939395,-5.375846467984553,937.6315071565745,2.2794606275299683,0.4173716471038083,-252.95257,196.74
539,Ravenclaw,Levi,Felder,1998-02-19,Left,48202.0,-595.5226382710404,3.4388561284755768,5.955226382710404,3.5210000000000004,449.6208823327393,582.8313197106829,5.5345265283273255,1035.7675657534242,6.8943903037325365,1.0481414091357977,-232.497,-12.27
540,Hufflepuff,Jeramy,Wolford,1998-05-10,Right,81344.0,330.67039776251596,4.203044372303693,-3.30670397762516,4.872,-430.04204417740715,397.7419579954101,3.3508290218330705,1054.860326231378,1.397983304169696,-1.6410528724422804,-245.65367,-52.94
541,Ravenclaw,Corrie,Mcdermott,1999-04-14,Right,57088.0,-367.9488316028729,6.375130867740254,nan,nan,352.0244918548205,583.0847686653842,5.289540680564,1045.9033404584986,5.635629426629808,-0.4009864233693568,-231.13162000000003,-6.68
542,Hufflepuff,Oliver,Sawyer,2001-10-07,Right,29560.0,532.8765968028309,3.2898418192781405,-5.328765968028309,6.0820000000000025,-553.9095056688276,409.749351551069,6.0389533005894185,1052.9472127164022,7.807274858238799,1.9051376146093937,-243.24016,1.62
543,Hufflepuff,Kristy,Obrien,1999-06-15,Right,58633.0,nan,4.3918844190973845,-4.830103552588816,5.759,-665.777887886131,445.1987328504506,1.8166891197192705,1061.5976424260632,4.9390903851256285,-2.4800965505692063,-245.14737,27.33
544,Slytherin,Stan,Kirkwood,1997-07-04,Left,79737.0,-323.6021036739885,-8.080771137821479,3.2360210367398854,-5.3260000000000005,-362.32957559616506,414.20848677286574,4.662612521101803,1049.4633551988434,9.000800207775711,1.2103771550229805,-254.85816,-118.13
545,Hufflepuff,Alicia,Hayward,1997-07-08,Right,33010.0,411.4127268406701,5.931831618301035,-4.114127268406701,2.769,-502.0213360777252,439.3514157413572,nan,1041.091935399735,6.58179131885481,-0.17170445234101908,-244.03492000000003,72.25
546,Hufflepuff,Kristine,Burdick,1997-06-29,Left,58367.0,449.4572760961152,6.485563059859111,-4.4945727609611525,5.835,-427.2751083386361,352.6472816767297,5.321489028462067,1047.2751240920068,1.245529776066003,-1.3888926443832548,-243.25635,-42.01
547,Hufflepuff,Beatrice,Trombley,1997-07-03,Right,32041.0,437.4627197699243,7.834177197140138,-4.374627197699243,3.582,-299.04032054672786,402.40175277231765,4.888372865264615,1022.8322770966447,3.69135124935063,0.02020725821603589,-242.16604,51.47
548,Hufflepuff,Chanel,Beal,1997-12-23,Right,46440.0,717.4439615322798,3.852911774263799,-7.174439615322798,3.906,-651.6049177740438,372.1895482882665,4.104696901430152,1068.1449838606916,6.565079422653924,0.5390711914143032,-248.2446,-3.05
549,Ravenclaw,Nelson,Julian,1998-02-12,Left,28514.0,-510.0493123791516,3.612721155842772,5.100493123791517,5.127000000000002,611.6509327132494,613.2270977969763,6.2150831014908885,1076.9488936088699,11.37559193219742,0.7233692817519084,-228.97011,-16.11
550,Ravenclaw,Gina,Crittenden,1999-05-28,Right,71585.0,-459.2084638440165,3.0903555199707236,4.5920846384401655,5.9910000000000005,415.3412663192794,626.8718708775227,8.012972768379969,1037.8480228834574,8.457596346927861,0.2944406010854779,-231.79284,-54.81
551,Gryffindor,Jacqueline,Kell,2000-01-09,Right,49928.0,610.0768211219482,-4.820427319978704,-6.100768211219482,5.074,-291.3901287593462,632.6343549557041,-5.388552820774691,930.9084855901093,2.4470275021552292,-0.2556518793290143,-253.15759,218.15
552,Hufflepuff,Sylvia,Kirk,2000-05-10,Left,49586.0,607.822456594139,5.6722108166159275,-6.0782245659413885,5.2170000000000005,-489.22660205007827,387.5135920847074,2.865472491704007,1051.382368614111,3.0635599692558717,-0.6504769709602701,-245.50112,16.22
553,Gryffindor,Alfredo,Langston,1997-06-25,Right,37987.0,217.269672003478,-6.07774411934846,-2.1726967200347795,4.09,-842.7085219918882,609.9417851061163,-6.015680593892325,946.682705738184,3.987179580087713,-0.6951845286400278,-252.35791,225.0
554,Hufflepuff,Bryce,Coughlin,1998-09-02,Right,48743.0,459.8252877488153,5.348453764797701,-4.598252877488154,nan,-475.2009136055027,408.44248739532617,6.1327516909344375,1045.5333354167144,nan,-0.04870566291221442,-243.1742,-9.69
555,Ravenclaw,Valarie,Caballero,1998-08-29,Right,43357.0,-636.4399197315081,4.9304611717285916,6.36439919731508,3.577,393.3070536264947,581.4551443357336,3.7025654372041705,1042.227247531599,5.851099703150122,-0.19058725782851035,-231.6134,17.98
556,Hufflepuff,Lester,Villegas,1997-08-12,Right,54725.0,502.58105146878233,1.6503981259562883,nan,8.86,-517.7310153072744,445.3539883186125,9.102568748306963,1052.3790483167875,8.55396180513639,-1.0151179446991363,-241.60078,-72.68
557,Gryffindor,Manual,Fredericks,2000-03-04,Right,38734.0,741.889373669547,-6.014812223894137,-7.41889373669547,4.301,-393.1405769466507,572.6225142858286,nan,942.0145755813762,nan,-0.6241536869557112,-255.05659,181.62
558,Gryffindor,Maurine,Culp,1998-06-12,Right,nan,614.938330685799,-2.4313088382114434,-6.14938330685799,6.912000000000001,-745.4413021391151,610.5991330435148,-6.300977264619989,963.9012994108284,3.4776188821596543,0.9287057449729328,-250.75983,240.92
559,Slytherin,Fletcher,Byrnes,2000-03-10,Left,46521.0,540.6092461908936,5.384336745968655,-5.406092461908936,7.3610000000000015,-605.5167364924225,433.1138233944323,4.111260984349848,1050.7003230052726,5.112833371229728,-1.227221692122078,-242.49289,21.15
560,Ravenclaw,Lourdes,Musselman,2000-10-11,Right,69832.0,-444.67332698697913,5.713694029818678,4.446733269869792,5.8660000000000005,410.83031303821775,611.4247796167398,4.3864314473086585,1050.1691744865498,5.517142851324903,0.5799039136006011,-231.59138,-13.49
561,Gryffindor,Virgil,Mackay,1999-09-04,Left,15933.0,626.580642478319,-3.3577260347183824,-6.2658064247831895,8.892999999999997,-475.1111693828797,557.618139325385,-4.805565512095575,950.853334734928,1.3826429510165965,-0.5450945961216338,-248.45249,210.13
562,Slytherin,Pierre,Higdon,1998-01-12,Left,46490.0,-610.0493304427763,-2.7735255710188844,6.100493304427763,-3.956,-580.780333869084,399.0583963784719,4.0074578599242185,1047.2733977926102,7.528542014779525,-1.5266077561794351,-247.29526,-45.79
563,Hufflepuff,Delmar,Meza,2000-02-04,Left,59115.0,549.1953159834953,6.802775510214001,-5.491953159834954,6.223,-670.374585309208,457.1362362520362,1.8210086198696025,1054.208297234182,4.319537154358939,-0.9958413498782424,-243.85146,54.49
564,Slytherin,Adelina,Bivins,1999-08-28,Right,40993.0,-659.0745091004828,-1.3897815697389886,6.5907450910048295,-4.6530000000000005,-707.6370173199118,362.34630223638914,2.7747501536998858,1066.5744228339968,6.8559861598597145,1.2281718327105295,-247.19169,-40.26
565,Hufflepuff,June,Lenz,2000-10-01,Left,26800.0,714.6590801155023,3.503167128843863,-7.146590801155022,6.106,-518.1704389188069,398.49059638175913,5.83780112765393,1051.8986211187503,7.7473313067154095,1.3554368810812925,-244.6005,10.47
566,Ravenclaw,Lloyd,Blair,1997-05-13,Right,nan,-410.0433800648359,5.424500213157987,4.100433800648359,6.28,646.3970505738997,615.1309059306952,3.389682670285141,1049.400574764988,3.699480696959432,-1.272503416840197,-231.8865,-25.3
567,Gryffindor,Mimi,Baird,1997-05-22,Left,40401.0,236.8888790015881,-5.077751004602562,-2.3688887900158813,5.517,-544.7589088830549,604.0963783054931,-4.9553196318390045,977.8967780641292,4.377128702454228,-1.5510451995400842,-249.38786,173.06
568,Slytherin,Noble,Ulrich,1999-09-13,Left,29000.0,-682.4910725812964,-1.8254744098746327,6.824910725812964,-3.442,-666.2854786467627,374.7823613572351,6.5842274653721145,1036.5847284569065,8.344473676528217,nan,-244.55356,-47.17
569,Gryffindor,Lilly,Jackman,1997-02-21,Left,37702.0,447.40985086486563,-5.5867512268673085,-4.474098508648656,4.649,-596.4270446987322,560.8055867665008,-5.753091276620897,939.7940310976476,1.309745063365357,-0.30228034905709106,-253.6374,202.4
570,Ravenclaw,Roman,Stamps,1998-06-25,Right,43903.0,-615.7762884454629,5.282133070929046,6.1577628844546295,3.335,552.5711492773577,571.3624087031078,3.1248889801370154,1029.5300542313096,3.825085878371043,0.8936793324806668,-231.97034,23.05
571,Slytherin,Lowell,Champion,1998-12-24,Left,85206.0,-211.29767988382912,-8.311758022602984,2.112976798838292,-6.8420000000000005,-403.29545168487516,414.16464823363197,4.594671722910132,1052.4422984117211,10.132673097785084,-1.1337138808284744,-257.48763,-113.93
572,Gryffindor,Harry,Potter,1998-09-21,Left,48680.0,553.2228659619128,-6.650035409294263,-5.532228659619129,3.665,-523.6174937574626,604.494339305627,-4.002050289055127,929.1193411592484,3.962242440369355,-2.16234658461174,-255.33072,197.44
573,Gryffindor,Fritz,Penny,2000-01-25,Right,67603.0,634.5014997987944,-6.855740092612716,-6.345014997987944,3.2110000000000003,-108.57469456382529,617.5538107608605,-1.740120578093153,955.817690516378,5.799411588534659,-1.322509568722053,-255.11472,121.4
574,Hufflepuff,Britt,Cordova,1997-11-15,Right,48764.0,593.5656830975912,8.539849196531446,-5.935656830975912,3.1830000000000003,-444.9468664015728,403.4747826912923,6.932683765505511,1031.7290590016532,5.621568178015216,-0.14367730113699265,-243.73952000000003,24.23
575,Hufflepuff,Rafaela,Wilkins,1997-11-04,Right,38711.0,627.6726416763871,9.21418938494727,-6.2767264167638706,1.984,-454.60519958705527,336.91673473968103,7.6234256608653785,1037.4268926761695,4.914658994141844,-0.4287250106984071,-244.59027000000003,7.32
576,Hufflepuff,Brandy,Andrus,2000-12-27,Right,48832.0,458.3420379432199,3.331786028979228,-4.583420379432199,5.794,-357.1443808641858,327.38462690306415,8.575962196183463,1051.3448283965224,4.055017084006755,0.21773648372598434,-243.73112000000003,-100.06
577,Hufflepuff,Wes,Dillon,1999-08-23,Left,62135.0,222.82775706040024,6.273324357618692,-2.2282775706040017,1.725,-596.0573158174948,420.69438457643577,4.0189947490943005,1054.2611655955143,5.322646475585475,0.3388603845793694,-244.70598,10.46
578,Gryffindor,Young,Duke,1997-09-26,Left,25078.0,492.9518608527992,-4.6715286140582535,-4.929518608527991,6.931,-316.06620405202295,576.8473179992889,-4.891588037966408,nan,1.8529746736215496,-0.3596353845531158,-249.60717,195.73
579,Slytherin,Latanya,Pinkston,2000-03-17,Right,39477.0,-473.77407736939637,-3.017912819610725,4.737740773693964,-6.782,-553.0941712189407,393.78776391362817,-0.35768392668857363,1094.4606136146108,9.453044703554767,0.45004316129784416,-251.09979,-10.72
580,Gryffindor,Elden,Word,1997-05-20,Right,43883.0,378.1252650649164,-6.2480610169829545,-3.7812526506491637,4.454,-465.2025406145925,563.7763169291778,nan,945.9979332228064,1.6234381840744834,0.04352819188876469,-253.22216,170.02
581,Slytherin,Alvaro,Gore,2000-02-21,Left,83033.0,-363.120603673548,-4.512997712428875,3.631206036735479,-6.484,-380.82861163864715,422.23820311439346,3.3831200331372773,1025.7579085480882,6.3523232928036295,0.8332851754966447,-254.22071,-61.65
582,Hufflepuff,Vonda,Wingate,2001-07-25,Left,75380.0,436.5651336461307,2.2486750507805287,-4.3656513364613065,5.779,-599.8677205034265,376.9592877074098,3.0558957396314086,1075.8110026495178,2.897141959286734,-0.3583858628838543,-247.12644,-70.1
583,Hufflepuff,Virgil,Poling,1997-08-10,Right,73173.0,195.61265188910028,4.385445817572712,-1.9561265188910024,5.354,-704.6629856886899,398.4978923057157,4.128447813932107,1070.9588730325113,3.5789970683056995,0.5712569750949701,-243.68344,-53.5
584,Gryffindor,Rosanne,Bradshaw,1999-10-16,Right,45877.0,237.51010129534126,-4.8840121910758985,-2.3751010129534125,5.614,-697.1365749912079,607.3954926308081,-6.969016028257742,940.4520859162883,0.8068602205410174,-0.3092454772709351,-251.18317,220.86
585,Gryffindor,Carmen,Fulcher,1997-01-12,Left,49688.0,692.7692364428074,-4.038016149079205,-6.927692364428077,5.5939999999999985,-426.21087136076306,595.983416842946,-6.349633410923094,923.0555131338876,-0.03547437520627384,-0.26732918609576056,-254.25575,228.79
